scene_id,date,dekad,pid,VV_dn,VH_dn
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3227,158.33,98.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3228,220.78,111.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3229,306.33,130.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3230,238.67,71.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3231,283.11,108.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3232,248.78,88.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3233,284.0,121.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3234,215.56,104.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3235,152.78,71.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3236,181.67,131.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3237,321.22,108.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3238,206.89,116.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3239,210.89,98.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3240,176.44,79.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3241,137.11,87.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3242,271.22,92.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3243,120.56,84.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3244,165.78,63.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3245,267.44,129.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3246,302.33,97.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3247,217.89,125.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3248,229.33,158.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3249,115.67,77.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3250,132.56,94.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3251,169.33,96.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3252,214.56,98.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3253,287.44,92.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3254,214.56,85.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3255,249.11,130.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3256,205.0,124.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3257,124.11,97.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3258,316.78,89.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3259,132.22,95.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3260,162.33,94.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3261,206.67,104.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3262,171.44,97.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3263,217.89,110.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3264,314.56,183.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3265,227.33,131.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3266,250.44,168.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3267,273.11,113.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3268,260.78,184.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3269,210.44,126.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3270,139.44,87.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3271,150.11,92.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3272,141.22,103.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3273,251.11,121.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3274,215.44,90.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3275,185.44,112.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3276,159.78,56.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3277,118.0,93.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3278,193.78,96.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3279,288.11,133.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3280,216.56,95.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3281,291.33,119.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3282,177.78,134.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3283,281.67,112.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3284,398.89,85.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3285,325.67,113.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3286,248.67,111.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3287,192.22,81.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3288,228.89,160.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3289,283.78,98.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3290,174.0,102.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3291,241.89,106.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3292,192.44,117.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3293,182.33,96.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3294,237.44,100.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3295,226.67,139.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3296,162.44,103.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3297,152.11,76.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3298,225.33,64.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3299,177.22,101.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3300,251.44,104.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3301,232.44,71.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3302,155.89,113.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3303,246.0,125.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3304,135.11,84.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3305,172.67,120.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3306,197.33,61.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3307,206.67,78.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3308,147.0,78.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3309,203.44,120.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3310,160.89,106.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3311,186.78,101.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3312,172.44,75.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3313,156.78,82.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3314,192.0,87.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3315,174.0,116.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3316,230.89,95.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3317,321.22,141.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3318,203.44,112.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3319,294.89,146.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3320,158.0,85.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3321,169.11,108.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3322,188.11,99.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3323,224.78,69.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3324,114.56,96.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3325,1384.22,755.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3326,122.67,92.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3327,204.67,111.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3328,113.89,68.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3329,192.56,105.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3330,131.33,75.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3331,150.67,78.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3332,131.89,75.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3333,117.89,75.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3334,176.11,81.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3335,197.44,79.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3336,115.67,85.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3337,184.22,81.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3338,187.44,76.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3339,133.89,73.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3340,144.33,108.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3341,147.22,85.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3342,248.44,145.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3343,234.33,105.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3344,290.33,136.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3345,285.44,131.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3346,471.22,161.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3347,245.44,81.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3348,289.0,122.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3349,373.67,130.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3350,272.78,130.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3351,384.44,121.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3352,282.22,151.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3353,270.89,121.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3354,161.0,86.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3355,289.56,89.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3356,395.44,161.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3357,214.67,132.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3358,189.11,83.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3359,399.56,101.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3360,153.22,90.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3361,217.78,92.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3362,364.0,112.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3363,172.78,99.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3364,265.33,102.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3365,251.67,104.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3366,263.33,195.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3367,133.22,71.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3368,238.56,113.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3369,225.89,94.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3370,198.44,155.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3371,160.56,86.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3372,222.11,83.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3373,224.67,90.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3374,348.0,93.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3375,199.67,98.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3376,243.33,110.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3377,205.33,107.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3378,222.67,105.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3379,164.0,87.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3380,162.89,110.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3381,221.44,75.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3382,203.89,102.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3383,209.22,84.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3384,213.22,101.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3385,234.11,128.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3386,182.67,87.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3387,335.22,169.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3388,209.11,138.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3389,246.0,102.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3390,210.0,96.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3391,180.33,92.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3392,186.67,149.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3393,157.56,89.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3394,189.44,93.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3395,182.67,92.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3396,272.0,169.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3397,184.78,82.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3398,233.78,159.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3399,277.89,116.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3400,292.11,139.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3401,183.89,80.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3402,299.44,199.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3403,203.0,105.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3404,249.56,117.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3405,270.89,127.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3406,1004.56,209.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3407,490.89,105.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3408,140.0,101.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3409,226.11,174.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3410,277.11,102.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3411,238.44,93.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3412,174.11,111.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3413,134.33,62.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3414,173.22,105.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3415,226.89,89.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3416,303.22,155.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3417,326.56,164.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3418,264.56,139.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3419,157.89,104.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3420,193.44,84.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3421,182.22,84.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3422,205.11,123.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3423,176.33,86.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3424,159.67,104.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3425,194.0,122.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3426,250.11,183.0
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3427,162.44,72.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3428,256.44,105.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3429,110.33,86.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3430,187.0,157.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3431,216.78,118.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3432,339.11,173.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3433,380.33,157.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3434,135.33,78.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3435,121.0,71.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3436,239.33,76.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3437,165.44,81.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3438,140.11,82.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3439,239.56,141.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3440,286.11,109.44
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3441,178.89,92.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3442,327.67,128.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3443,280.89,156.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3444,173.33,91.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3445,180.22,94.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3446,221.33,193.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3449,140.78,78.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3450,368.67,104.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3451,348.44,97.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3452,315.78,97.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3453,283.78,88.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3454,131.0,71.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3455,166.0,80.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3456,194.78,145.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3457,246.11,102.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3458,157.44,80.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3459,160.0,89.11
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3460,185.11,128.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3461,232.33,200.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3462,190.89,98.67
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3463,368.11,192.33
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3464,291.0,131.78
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3465,225.67,111.56
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3466,214.56,120.89
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3467,255.78,122.22
S1A_IW_GRDH_1SDV_20230129T064757_20230129T064822_046995_05A312,2023-01-29,2,3468,184.33,115.67
